"migratieachtergrond","perioden","totaal"
"Samoa";"2002";21
"Samoa";"2003";23
"Samoa";"2004";24
"Samoa";"2005";24
"Samoa";"2006";27
"Samoa";"2007";25
"Samoa";"2008";23
"Samoa";"2009";28
"Samoa";"2010";29
"Samoa";"2011";32
"Samoa";"2012";37
"Samoa";"2013";39
"Samoa";"2014";42
"Samoa";"2015";44
"Samoa";"2016";39
"Samoa";"2017";35
"Tokelau-eilanden";"1997";0
"Tokelau-eilanden";"1998";0
"Tokelau-eilanden";"1999";0
"Tokelau-eilanden";"2000";0
"Tokelau-eilanden";"2001";0
"Tokelau-eilanden";"2002";0
"Tokelau-eilanden";"2003";0
"Tokelau-eilanden";"2004";0
"Tokelau-eilanden";"2005";0
"Tokelau-eilanden";"2006";0
"Tokelau-eilanden";"2007";0
"Tokelau-eilanden";"2008";0
"Tokelau-eilanden";"2009";0
"Tokelau-eilanden";"2010";0
"Tokelau-eilanden";"2011";0
"Tokelau-eilanden";"2012";0
"Tokelau-eilanden";"2013";0
"Tokelau-eilanden";"2014";0
"Tokelau-eilanden";"2015";0
"Tokelau-eilanden";"2016";0
"Tokelau-eilanden";"2017";0
"Tonga";"1997";15
"Tonga";"1998";19
"Tonga";"1999";20
"Tonga";"2000";23
"Tonga";"2001";26
"Tonga";"2002";22
"Tonga";"2003";21
"Tonga";"2004";22
"Tonga";"2005";23
"Tonga";"2006";22
"Tonga";"2007";23
"Tonga";"2008";24
"Tonga";"2009";19
"Tonga";"2010";19
"Tonga";"2011";19
"Tonga";"2012";21
"Tonga";"2013";21
"Tonga";"2014";21
"Tonga";"2015";21
"Tonga";"2016";21
"Tonga";"2017";21
"Tuvalu";"1997";0
"Tuvalu";"1998";0
"Tuvalu";"1999";0
"Tuvalu";"2000";0
"Tuvalu";"2001";0
"Tuvalu";"2002";0
"Tuvalu";"2003";0
"Tuvalu";"2004";0
"Tuvalu";"2005";0
"Tuvalu";"2006";0
"Tuvalu";"2007";0
"Tuvalu";"2008";0
"Tuvalu";"2009";0
"Tuvalu";"2010";0
"Tuvalu";"2011";0
"Tuvalu";"2012";0
"Tuvalu";"2013";0
"Tuvalu";"2014";1
"Tuvalu";"2015";0
"Tuvalu";"2016";0
"Tuvalu";"2017";0
"Vanuatu";"1997";7
"Vanuatu";"1998";7
"Vanuatu";"1999";7
"Vanuatu";"2000";7
"Vanuatu";"2001";8
"Vanuatu";"2002";7
"Vanuatu";"2003";7
"Vanuatu";"2004";9
"Vanuatu";"2005";9
"Vanuatu";"2006";10
"Vanuatu";"2007";11
"Vanuatu";"2008";11
"Vanuatu";"2009";12
"Vanuatu";"2010";12
"Vanuatu";"2011";11
"Vanuatu";"2012";12
"Vanuatu";"2013";10
"Vanuatu";"2014";10
"Vanuatu";"2015";10
"Vanuatu";"2016";10
"Vanuatu";"2017";10
"Verre eilanden van de VS";"1997";1
"Verre eilanden van de VS";"1998";1
"Verre eilanden van de VS";"1999";1
"Verre eilanden van de VS";"2000";1
"Verre eilanden van de VS";"2001";1
"Verre eilanden van de VS";"2002";1
"Verre eilanden van de VS";"2003";1
"Verre eilanden van de VS";"2004";1
"Verre eilanden van de VS";"2005";1
"Verre eilanden van de VS";"2006";1
"Verre eilanden van de VS";"2007";1
"Verre eilanden van de VS";"2008";2
"Verre eilanden van de VS";"2009";2
"Verre eilanden van de VS";"2010";1
"Verre eilanden van de VS";"2011";1
"Verre eilanden van de VS";"2012";1
"Verre eilanden van de VS";"2013";1
"Verre eilanden van de VS";"2014";1
"Verre eilanden van de VS";"2015";1
"Verre eilanden van de VS";"2016";1
"Verre eilanden van de VS";"2017";1
"Wallis en Futuna";"1997";0
"Wallis en Futuna";"1998";0
"Wallis en Futuna";"1999";0
"Wallis en Futuna";"2000";0
"Wallis en Futuna";"2001";0
"Wallis en Futuna";"2002";2
"Wallis en Futuna";"2003";2
"Wallis en Futuna";"2004";2
"Wallis en Futuna";"2005";2
"Wallis en Futuna";"2006";1
"Wallis en Futuna";"2007";1
"Wallis en Futuna";"2008";1
"Wallis en Futuna";"2009";0
"Wallis en Futuna";"2010";0
"Wallis en Futuna";"2011";0
"Wallis en Futuna";"2012";0
"Wallis en Futuna";"2013";0
"Wallis en Futuna";"2014";0
"Wallis en Futuna";"2015";0
"Wallis en Futuna";"2016";0
"Wallis en Futuna";"2017";0
